atom_id,rule_type,legal_level,article_reference,who,how,when,what,content_original,is_ambiguous,review_reason,source_document,specific_clause,business_categories,related_scenarios,parameters,where,reconstructed_text,bert_similarity_score
YZ-GEN-OBL-00879,OBL_MANDATORY,L3_DEPT_RULE,第十九条第二句前半段,试点地区银行,更正,收到人民银行分支机构通知后1个工作日内,账户资料不完整、不合规或系统录入错漏,如发现账户资料不完整、不合规或者账户管理系统录入信息错漏的，试点地区人民银行分支机构应当通知试点地区银行于1个工作日内更正。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '监管合规']",['账户差错更正'],,账户管理系统及内部操作流程中,试点地区银行 收到人民银行分支机构通知后1个工作日内 账户管理系统及内部操作流程中 更正 账户资料不完整、不合规或系统录入错漏,0.9425225257873535
YZ-GEN-OBL-00880,OBL_MANDATORY,L3_DEPT_RULE,第十九条第二句后半段,试点地区银行,采取停止支付,无法按规定更正账户资料或系统错漏后1个工作日内,相关账户,无法按规定更正的，试点地区银行应当在1个工作日内对相关账户采取停止支付。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '风险管控']",['账户控制措施'],,账户资金收付控制环节,试点地区银行 无法按规定更正账户资料或系统错漏后1个工作日内 账户资金收付控制环节 采取停止支付 相关账户,0.8741238713264465
YZ-GEN-PRO-00881,PRO_FORBIDDEN,L3_DEPT_RULE,第十九条第三句前半段,试点地区银行,不得继续维持，应销户,因存款人名称、注册地地区代码、统一社会信用代码、税务登记证号码填报错误导致多头开立基本存款账户时,企业多头开立的基本存款账户,如发现因存款人名称、注册地地区代码、统一社会信用代码（个体工商户营业执照注册号）、税务登记证号码填报错误而导致企业多头开立基本存款账户的，试点地区人民银行分支机构应当通知试点地区银行采取销户的处理措施。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '反洗钱', '账户实名制']",['多头开户识别与处置'],,基本存款账户开立与存续期间,试点地区银行 因存款人名称、注册地地区代码、统一社会信用代码、税务登记证号码填报错误导致多头开立基本存款账户时 基本存款账户开立与存续期间 不得继续维持，应销户 企业多头开立的基本存款账户,0.9056055545806885
YZ-GEN-OBL-00882,OBL_MANDATORY,L3_DEPT_RULE,第十九条第三句后半段,其他开户银行（非基本户开户行）,重新向账户管理系统报备信息,企业多头开立基本存款账户后又开立其他银行结算账户时,其他银行结算账户信息,如企业多头开立基本存款账户后又开立其他银行结算账户的，试点地区人民银行分支机构应当通知其他开户银行重新向账户管理系统报备信息。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '支付结算']",['其他结算账户报备补正'],,账户管理系统报备流程中,其他开户银行（非基本户开户行） 企业多头开立基本存款账户后又开立其他银行结算账户时 账户管理系统报备流程中 重新向账户管理系统报备信息 其他银行结算账户信息,0.9372825026512146
YZ-GEN-PER-00883,PER_AUTH,L3_DEPT_RULE,第二十条,企业,按银行规定申请查询,在试点地区,基本存款账户编号,企业可以按试点地区银行规定申请查询基本存款账户编号。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '企业银行账户']",['账户信息查询'],,向试点地区银行,企业 在试点地区 向试点地区银行 按银行规定申请查询 基本存款账户编号,0.9652026295661926
YZ-GEN-OBL-00884,OBL_MANDATORY,L3_DEPT_RULE,第二十一条第一句,试点地区银行,及时告知企业,企业基本存款账户在试点地区内发生批量迁移或账号批量变更时,新的基本存款账户编号,企业基本存款账户在试点地区内批量迁移或账号批量变更的，账户管理系统生成新的基本存款账户编号，试点地区银行应当及时将新的基本存款账户编号告知企业。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '企业银行账户']","['账户批量迁移', '账号批量变更']",,账户管理系统生成新编号后,试点地区银行 企业基本存款账户在试点地区内发生批量迁移或账号批量变更时 账户管理系统生成新编号后 及时告知企业 新的基本存款账户编号,0.9701836109161377
YZ-GEN-OBL-00885,OBL_MANDATORY,L3_DEPT_RULE,第二十一条第二句,银行,通知企业按规定补充,企业基本存款账户由试点地区批量迁移至非试点地区时,企业基本存款账户许可申请资料,企业基本存款账户由试点地区批量迁移至非试点地区的，银行应当通知企业按规定补充企业基本存款账户许可申请资料。,True,MISSING_PARAM,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '企业银行账户']",['跨区账户迁移'],,迁移完成环节,银行 企业基本存款账户由试点地区批量迁移至非试点地区时 迁移完成环节 通知企业按规定补充 企业基本存款账户许可申请资料,0.9664029479026794
YZ-GEN-PRC-00886,PRC_FLOW,L3_DEPT_RULE,第二十一条第三句,银行,按现行规定执行,企业基本存款账户由非试点地区批量迁移至试点地区时,基本存款账户业务办理流程,企业基本存款账户由非试点地区批量迁移至试点地区的，按现行规定执行。,True,MISSING_PARAM,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '企业银行账户']",['跨区账户迁移'],,迁移受理与处理环节,银行 企业基本存款账户由非试点地区批量迁移至试点地区时 迁移受理与处理环节 按现行规定执行 基本存款账户业务办理流程,0.9256196618080139
YZ-GEN-OBL-00887,OBL_MANDATORY,L3_DEPT_RULE,第二十二条第一句,试点地区人民银行分支机构和银行,建立专门档案，专人专柜管理,办理本办法规定的基本存款账户业务过程中及完成后,基本存款账户业务档案,试点地区人民银行分支机构和银行应当对按照本办法办理的基本存款账户业务建立专门档案，专人专柜管理。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '档案管理', '合规内控']",['账户业务档案管理'],,内部档案管理体系,试点地区人民银行分支机构和银行 办理本办法规定的基本存款账户业务过程中及完成后 内部档案管理体系 建立专门档案，专人专柜管理 基本存款账户业务档案,0.942122220993042
YZ-GEN-OBL-00888,OBL_MANDATORY,L3_DEPT_RULE,第二十二条第二句,银行,视同企业开户资料一并保存,面签过程结束后,面签音频、视频资料,面对签过程中留存的音频、视频资料，银行应当视同企业开户资料一并予以保存。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '音视频存证', '合规内控']",['法定代表人面签留痕'],,开户资料归档系统,银行 面签过程结束后 开户资料归档系统 视同企业开户资料一并保存 面签音频、视频资料,0.8530803918838501
YZ-GEN-PER-00889,PER_AUTH,L3_DEPT_RULE,第二十三条,试点地区银行,可以委托,办理企业开户面签环节,委托本银行其他分支机构见证企业法定代表人或者单位负责人面签,试点地区银行可以委托本银行其他分支机构见证企业法定代表人或者单位负责人面签，因委托见证引发的法律责任由试点地区的开户银行承担。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '面签流程']",['委托见证面签'],,本银行内部跨机构协作场景,试点地区银行 办理企业开户面签环节 本银行内部跨机构协作场景 可以委托 委托本银行其他分支机构见证企业法定代表人或者单位负责人面签,0.8663248419761658
YZ-GEN-OBL-00890,OBL_MANDATORY,L3_DEPT_RULE,第二十三条（责任归属部分）,试点地区的开户银行,由其承担,发生因委托见证引发的法律责任时,因委托见证引发的法律责任,因委托见证引发的法律责任由试点地区的开户银行承担。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '合规内控', '法律责任']",['委托见证面签'],,法律追责与内部问责场景,试点地区的开户银行 发生因委托见证引发的法律责任时 法律追责与内部问责场景 由其承担 因委托见证引发的法律责任,0.8428585529327393
YZ-GEN-PRO-00891,PRO_FORBIDDEN,L3_DEPT_RULE,第二十四条,企业,不得实施,开立基本存款账户时,多头开立基本存款账户,企业违反规定多头开立基本存款账户的，依据《人民币银行结算账户管理办法》第六十四条规定进行处理。,True,MISSING_PARAM,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '支付结算']","['多头开户', '基本存款账户开立']",,试点地区及全国范围（因援引上位规章）,企业 开立基本存款账户时 试点地区及全国范围（因援引上位规章） 不得实施 多头开立基本存款账户,0.7318216562271118
YZ-GEN-PRO-00892,PRO_FORBIDDEN,L3_DEPT_RULE,第二十五条,试点地区银行,不得实施,办理基本存款账户开立业务时,为企业多头开立基本存款账户,试点地区银行违反规定为企业多头开立基本存款账户的，依据《人民币银行结算账户管理办法》第六十六条规定进行处理。,True,MISSING_PARAM,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '支付结算']","['多头开户', '基本存款账户开立']",,试点地区,试点地区银行 办理基本存款账户开立业务时 试点地区 不得实施 为企业多头开立基本存款账户,0.8371526598930359
YZ-GEN-OBL-00893,OBL_MANDATORY,L3_DEPT_RULE,第二十六条,试点地区人民银行分支机构,作出行政处罚决定；情节严重的，暂停其试点资格,发现试点地区银行违规办理基本存款账户开立、变更、撤销业务时,责令整改并依规处罚,试点地区银行违反本办法规定办理基本存款账户开立、变更、撤销业务的，由试点地区人民银行分支机构责令整改，并按照相关规定进行处罚；情节严重的，试点地区人民银行分支机构可暂停其试点资格。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '监管处罚']","['违规开户/变更/撤销', '监管整改', '试点资格管理']",,试点地区,试点地区人民银行分支机构 发现试点地区银行违规办理基本存款账户开立、变更、撤销业务时 试点地区 作出行政处罚决定；情节严重的，暂停其试点资格 责令整改并依规处罚,0.9582450985908508
YZ-GEN-EVT-00894,EVT_TRIGGER,L3_DEPT_RULE,第二十七条,试点地区银行,先行线下办理；系统恢复后补录至账户管理系统,账户管理系统出现故障期间,企业开户、变更、撤销手续,试点地区账户管理系统出现故障的，试点地区银行先行为企业办理开户、变更、撤销手续。待账户管理系统恢复后再按照规定通过系统办理相关业务。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '系统运维']","['系统故障应急', '线下开户', '补录登记']",,试点地区银行柜面/业务系统,试点地区银行 账户管理系统出现故障期间 试点地区银行柜面/业务系统 先行线下办理；系统恢复后补录至账户管理系统 企业开户、变更、撤销手续,0.9299075603485107
YZ-GEN-PRC-00895,PRC_FLOW,L3_DEPT_RULE,第二十八条,试点地区银行及企业,仍适用原规定（即《人民币银行结算账户管理办法》等既有规则）,本办法实施后,本办法实施前已开立的基本存款账户之后续变更、撤销业务,本办法实施前企业开立的基本存款账户，后续变更、撤销等业务处理仍按原规定执行。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '新旧政策衔接']","['存量账户管理', '规则适用过渡']",,试点地区,试点地区银行及企业 本办法实施后 试点地区 仍适用原规定（即《人民币银行结算账户管理办法》等既有规则） 本办法实施前已开立的基本存款账户之后续变更、撤销业务,0.923835813999176
YZ-GEN-PRC-00896,PRC_FLOW,L3_DEPT_RULE,第二十九条,银行及账户参与方,直接适用并作为补充依据,本办法未作规定时,《人民币银行结算账户管理办法》等账户管理制度,本办法未尽事宜按《人民币银行结算账户管理办法》等账户管理制度执行。,True,MISSING_PARAM,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '支付结算']","['制度衔接', '规则适用']",,企业银行账户全生命周期管理,银行及账户参与方 本办法未作规定时 企业银行账户全生命周期管理 直接适用并作为补充依据 《人民币银行结算账户管理办法》等账户管理制度,0.8409216403961182
YZ-GEN-PER-00897,PER_AUTH,L3_DEPT_RULE,第三十条,中国人民银行,单方行使解释与修订权力,任何时候,本办法的解释权与修订权,本办法由人民银行负责解释、修订。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['监管治理', '制度建设']","['规章解释', '规则修订']",,本办法适用范围内,中国人民银行 任何时候 本办法适用范围内 单方行使解释与修订权力 本办法的解释权与修订权,0.7767900228500366
YZ-GEN-EVT-00898,EVT_TRIGGER,L3_DEPT_RULE,第三十一条,所有适用主体（银行、企业、监管机构）,开始强制适用,2018年6月11日零时起,本办法全部条款,本办法自2018年6月11日起执行。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '监管合规']","['新规生效', '政策落地']",,试点地区企业银行账户业务,所有适用主体（银行、企业、监管机构） 2018年6月11日零时起 试点地区企业银行账户业务 开始强制适用 本办法全部条款,0.7326211929321289
YZ-GEN-OBL-00899,OBL_MANDATORY,L3_DEPT_RULE,附件2-一、完善账户管理协议-第1项,银行,必须与企业签订,为企业开立基本存款账户时,银行结算账户管理协议,银行为企业开立基本存款账户，应当与企业签订银行结算账户管理协议，明确双方的权利、义务和责任。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '合同合规']","['协议签署', '开户流程']",,开户环节,银行 为企业开立基本存款账户时 开户环节 必须与企业签订 银行结算账户管理协议,0.8775506615638733
YZ-GEN-OBL-00900,OBL_MANDATORY,L3_DEPT_RULE,附件2-一、完善账户管理协议-第2项,银行与开户申请人,必须遵守,办理基本存款账户业务全过程中,法律、行政法规以及人民银行的有关规定,银行与开户申请人办理基本存款账户业务应当遵守法律、行政法规以及人民银行的有关规定。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '合规经营']","['协议内容', '合规嵌入']",,协议文本及履行过程,银行与开户申请人 办理基本存款账户业务全过程中 协议文本及履行过程 必须遵守 法律、行政法规以及人民银行的有关规定,0.9057978391647339
YZ-GEN-VAL-00901,VAL_THRESHOLD,L3_DEPT_RULE,附件2-一、完善账户管理协议-第3项,银行,启动处置程序（具体方式未明示，需援引上位制度）,发现企业已开立两个（含）以上基本存款账户时,企业开立多个基本存款账户的事实,企业开立两个（含）以上基本存款账户的处置方式。,True,MISSING_PARAM,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['多户管控', '风险识别']",,账户尽职调查与持续监测阶段,银行 发现企业已开立两个（含）以上基本存款账户时 账户尽职调查与持续监测阶段 启动处置程序（具体方式未明示，需援引上位制度） 企业开立多个基本存款账户的事实,0.8575698137283325
YZ-GEN-VAL-00902,VAL_THRESHOLD,L3_DEPT_RULE,附件2-一、完善账户管理协议-第4项,银行与企业,须明确约定,协议签署时及存续期间,基本存款账户有效期限,基本存款账户有效期限。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['有效期管理', '账户续期']",,银行结算账户管理协议中,银行与企业 协议签署时及存续期间 银行结算账户管理协议中 须明确约定 基本存款账户有效期限,0.7761151790618896
YZ-GEN-PRC-00903,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第5项,银行与企业,须约定变更方式与时限,发生信息变更情形时,基本存款账户信息变更事项,基本存款账户信息变更的情形、方式、时限。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['信息变更', '协议更新']",,基本存款账户存续期间,银行与企业 发生信息变更情形时 基本存款账户存续期间 须约定变更方式与时限 基本存款账户信息变更事项,0.8161622285842896
YZ-GEN-PRC-00904,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第6项,银行与企业,须约定撤销方式与时限,发生撤销情形时,基本存款账户撤销事项,基本存款账户撤销的情形、方式、时限。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['账户撤销', '主动销户']",,基本存款账户存续期间,银行与企业 发生撤销情形时 基本存款账户存续期间 须约定撤销方式与时限 基本存款账户撤销事项,0.7888267040252686
YZ-GEN-OBL-00905,OBL_ONGOING,L3_DEPT_RULE,附件2-一、完善账户管理协议-第7项,企业,必须履行配合责任,银行开展账户年检期间,配合银行开展账户年检义务,企业配合银行开展账户年检有关事项。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '反洗钱']","['账户年检', '持续尽调']",,基本存款账户存续期间,企业 银行开展账户年检期间 基本存款账户存续期间 必须履行配合责任 配合银行开展账户年检义务,0.8470132350921631
YZ-GEN-PRC-00906,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第8项,银行,须明确约定查询条件与方式,企业提出查询申请时,本银行账户信息,企业查询本银行账户信息的条件和方式。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['账户查询', '客户权益']",,基本存款账户服务中,银行 企业提出查询申请时 基本存款账户服务中 须明确约定查询条件与方式 本银行账户信息,0.7718626260757446
YZ-GEN-PRC-00907,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第9项,银行与企业,须约定核对频率与方式,基本存款账户存续期间,账务核对行为,银行与企业核对账务的频率、方式。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['银企对账', '操作规范']",,银企对账环节,银行与企业 基本存款账户存续期间 银企对账环节 须约定核对频率与方式 账务核对行为,0.8413565158843994
YZ-GEN-PRC-00908,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第10项,银行,须在协议中明确处理方式,账户进入长期不动状态后,长期不动户处理机制,长期不动户的处理。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['长期不动户', '休眠账户']",,账户生命周期管理,银行 账户进入长期不动状态后 账户生命周期管理 须在协议中明确处理方式 长期不动户处理机制,0.8235518932342529
YZ-GEN-PRO-00909,PRO_FORBIDDEN,L3_DEPT_RULE,附件2-一、完善账户管理协议-第11项,银行,须事先约定触发情形与处理方式,触发特定风险情形时,停止支付、中止账户业务、终止服务行为,银行停止支付、中止账户业务、终止服务的情形和处理方式。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '风险管控']","['账户管控', '风险处置']",,基本存款账户运行中,银行 触发特定风险情形时 基本存款账户运行中 须事先约定触发情形与处理方式 停止支付、中止账户业务、终止服务行为,0.8109633326530457
YZ-GEN-PRC-00910,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第12项,银行与企业,须在协议中明确约定,任一方违反协议约定时,违约处理方式,银行、企业违反约定的处理方式。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '违约处置']","['违约处理', '协议救济']",,协议履行过程中,银行与企业 任一方违反协议约定时 协议履行过程中 须在协议中明确约定 违约处理方式,0.8381440043449402
YZ-GEN-PRC-00911,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第13项,银行与企业,须约定变更方式,协议存续期间,管理协议变更行为,银行结算账户管理协议变更方式。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '协议治理']","['协议变更', '动态调整']",,银行结算账户管理协议框架下,银行与企业 协议存续期间 银行结算账户管理协议框架下 须约定变更方式 管理协议变更行为,0.8596810102462769
YZ-GEN-PRC-00912,PRC_FLOW,L3_DEPT_RULE,附件2-一、完善账户管理协议-第14项,银行与企业,须在协议中明确约定,发生业务争议时,业务争议处理方式,基本存款账户业务争议处理方式。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '争议解决']","['协议争议', '纠纷调解']",,基本存款账户服务关系中,银行与企业 发生业务争议时 基本存款账户服务关系中 须在协议中明确约定 业务争议处理方式,0.7732170820236206
YZ-GEN-PER-00913,PER_AUTH,L3_DEPT_RULE,附件2-增加身份验证方式,企业与银行,可自主约定选用,签订或更新银行结算账户管理协议时,预留签章、数字证书或其他双方认可的身份验证方式,企业与银行约定基本存款账户使用的身份验证方式可以为预留签章、数字证书或者双方认可的其他身份验证方式，法律、行政法规或者人民银行另有规定的，从其规定。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户安全', '身份认证']","['身份验证', '多因子认证']",,基本存款账户开立/维护环节,企业与银行 签订或更新银行结算账户管理协议时 基本存款账户开立/维护环节 可自主约定选用 预留签章、数字证书或其他双方认可的身份验证方式,0.9082828760147095
YZ-GEN-VAL-00914,VAL_THRESHOLD,L3_DEPT_RULE,附件2-加强向个人银行结算账户转账管理-第1句,银行,应根据企业注册资金、日常资金支出等合理设定,与企业约定基本存款账户向个人银行结算账户付款限额时,单笔和每日限额,银行应当根据企业的注册资金、日常资金支出等，与企业合理约定基本存款账户向个人银行结算账户支付款项的单笔和每日限额。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['支付结算', '反洗钱']","['公转私限额', '资金用途审核']",,开户尽职调查与协议签署环节,银行 与企业约定基本存款账户向个人银行结算账户付款限额时 开户尽职调查与协议签署环节 应根据企业注册资金、日常资金支出等合理设定 单笔和每日限额,0.9494121074676514
YZ-GEN-PRO-00915,PRO_FORBIDDEN,L3_DEPT_RULE,附件2-加强向个人银行结算账户转账管理-第2句,银行,须要求企业提供付款凭据；若无法提供或凭据不具真实合法性，则拒绝办理,企业申请超出限额向个人银行结算账户付款时,超出限额的付款申请,企业基本存款账户向个人银行结算账户支付款项超出限额的，应当向银行出具付款凭据。无法提供付款凭据，或者提供的凭据无法说明付款用途的真实性和合法性的，银行应当拒绝办理。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['支付结算', '反洗钱']","['公转私审核', '凭证拒付']",,支付交易处理环节,银行 企业申请超出限额向个人银行结算账户付款时 支付交易处理环节 须要求企业提供付款凭据；若无法提供或凭据不具真实合法性，则拒绝办理 超出限额的付款申请,0.9404524564743042
YZ-GEN-PER-00916,PER_AUTH,L3_DEPT_RULE,附件2-加强向个人银行结算账户转账管理-第3句,银行,可根据企业申请进行调整,企业经营情况或账户使用情况发生变化，且企业提出申请时,单笔和每日限额,企业经营情况和账户使用情况发生变化的，银行可以根据企业申请对限额进行调整。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '动态风控']","['限额调整', '客户响应']",,基本存款账户存续期间,银行 企业经营情况或账户使用情况发生变化，且企业提出申请时 基本存款账户存续期间 可根据企业申请进行调整 单笔和每日限额,0.8741763830184937
YZ-GEN-OBL-00917,OBL_MANDATORY,L3_DEPT_RULE,附件2-健全异常情形处置机制-（一）-第1句,银行,应当及时通知企业到银行办理变更手续,发现企业名称、法定代表人或单位负责人、经营地址、主要联系方式，以及身份证明文件种类或编号发生变更时,变更事实,银行发现企业名称、法定代表人或单位负责人、经营地址、主要联系方式，以及身份证明文件种类或者编号发生变更，应当及时通知企业到银行办理变更手续。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '持续尽调']","['信息变更通知', '风险预警']",,账户存续期间持续监测中,银行 发现企业名称、法定代表人或单位负责人、经营地址、主要联系方式，以及身份证明文件种类或编号发生变更时 账户存续期间持续监测中 应当及时通知企业到银行办理变更手续 变更事实,0.957508385181427
YZ-GEN-OBL-00918,OBL_MANDATORY,L3_DEPT_RULE,附件2-健全异常情形处置机制-（一）-第2句,银行,至少提前5个工作日通知企业重新出具,企业出具的身份证明文件列明有效期，且临近到期时,更新有效期后的依法设立身份证明文件,企业出具的依法设立的身份证明文件列明有效期的，银行应当至少提前5 个工作日通知企业重新出具更新有效期后依法设立的身份证明文件。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '证件时效管理']","['证件到期提醒', '身份持续验证']",,企业身份证明文件有效期管理环节,银行 企业出具的身份证明文件列明有效期，且临近到期时 企业身份证明文件有效期管理环节 至少提前5个工作日通知企业重新出具 更新有效期后的依法设立身份证明文件,0.9434291124343872
YZ-GEN-PRO-00919,PRO_FORBIDDEN,L3_DEPT_RULE,通知正文（未编号条款，首段关于变更手续）,银行,有权停止支付,企业自银行通知之日起30日内仍未办理变更手续，且未提出合理理由,企业账户支付功能,企业自银行通知之日起30日内仍未办理变更手续，且未提出合理理由的，银行有权停止支付。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '支付结算']","['账户信息变更', '停止支付']",,企业银行结算账户（含基本存款账户）,银行 企业自银行通知之日起30日内仍未办理变更手续，且未提出合理理由 企业银行结算账户（含基本存款账户） 有权停止支付 企业账户支付功能,0.9243780970573425
YZ-GEN-PRO-00920,PRO_FORBIDDEN,L3_DEPT_RULE,通知正文（未编号条款，首段关于临时身份证）,银行,有权停止支付,企业使用临时居民身份证开立基本存款账户，且临时身份证有效期到期后30日内仍未出具居民身份证，且未提出合理理由,账户支付功能,企业开立基本存款账户使用临时居民身份证的，在临时身份证有效期到期后30 日内仍未向银行出具居民身份证，且未提出合理理由的，银行有权停止支付。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['账户管理', '身份识别']","['身份证明更新', '停止支付']",,基本存款账户,银行 企业使用临时居民身份证开立基本存款账户，且临时身份证有效期到期后30日内仍未出具居民身份证，且未提出合理理由 基本存款账户 有权停止支付 账户支付功能,0.951131284236908
YZ-GEN-OBL-00921,OBL_MANDATORY,L3_DEPT_RULE,通知正文（未编号条款，中止账户业务）,银行,应当中止,停止支付后30日内，企业仍未办理变更手续且未提出合理理由,账户业务,银行停止支付后30日内，企业仍未到银行办理变更手续，且未提出合理理由的，银行应当中止账户业务。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,['账户管理'],"['账户中止', '持续尽职调查']",,企业银行结算账户,银行 停止支付后30日内，企业仍未办理变更手续且未提出合理理由 企业银行结算账户 应当中止 账户业务,0.974152147769928
YZ-GEN-PRC-00922,PRC_FLOW,L3_DEPT_RULE,通知正文（对账管理段）,银行,频率应不低于一年一次；企业应当配合,持续存续期间,账务核对,银行应当与企业核对账务，频率应不低于一年一次，企业应当配合。,False,NONE,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['对账管理', '账户管理']",['银企对账'],,所有企业银行结算账户,银行 持续存续期间 所有企业银行结算账户 频率应不低于一年一次；企业应当配合 账务核对,0.8830342888832092
YZ-GEN-PRO-00923,PRO_FORBIDDEN,L3_DEPT_RULE,通知正文（对账管理段）,银行,有权在核对一致前停止支付,企业超过反馈时间未反馈或反馈核对结果不一致,账户支付功能,企业超过反馈时间未反馈或者反馈核对结果不一致的，银行应当查明原因，并有权在核对一致前停止支付。,True,AMBIGUOUS_TEXT,中国人民银行关于试点取消企业银行账户开户许可证核发的通知（银发[2018]125号）,,"['对账管理', '支付控制']","['对账异常处置', '停止支付']",,银企对账流程中,银行 企业超过反馈时间未反馈或反馈核对结果不一致 银企对账流程中 有权在核对一致前停止支付 账户支付功能,0.9400656223297119
